id,kind,group,task,seed,cfg,steps,resolution,preprocess,status,validation_passed,wall_seconds,peak_allocated_gib,peak_reserved_gib,peak_nvml_gib,step_p50_seconds,step_p95_seconds,adapter_parameters,action,identity,clothing,background,anatomy,added_person,missing_person,wrong_person,reviewer,note
Q2_S2_1024_letterbox_35_2.5,quality,Q2,S2,1024,2.5,35,512,letterbox,PASS,,19.582697903038934,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_1024_letterbox_35_6.0,quality,Q2,S2,1024,6.0,35,512,letterbox,PASS,,19.63418799696956,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_1024_letterbox_50_2.5,quality,Q2,S2,1024,2.5,50,512,letterbox,PASS,,22.14522159495391,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_1024_letterbox_50_4.5,quality,Q2,S2,1024,4.5,50,512,letterbox,PASS,,21.516221988014877,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_1024_letterbox_50_6.0,quality,Q2,S2,1024,6.0,50,512,letterbox,PASS,,21.354915751959197,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_42_letterbox_35_2.5,quality,Q2,S2,42,2.5,35,512,letterbox,PASS,,19.667186628910713,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_42_letterbox_35_6.0,quality,Q2,S2,42,6.0,35,512,letterbox,PASS,,19.565625412971713,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_42_letterbox_50_2.5,quality,Q2,S2,42,2.5,50,512,letterbox,PASS,,21.59491041104775,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_42_letterbox_50_4.5,quality,Q2,S2,42,4.5,50,512,letterbox,PASS,,21.475040983990766,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q2_S2_42_letterbox_50_6.0,quality,Q2,S2,42,6.0,50,512,letterbox,PASS,,21.606000223080628,13.513941287994385,14.126953125,15.28961181640625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q3_D1_1024_letterbox_35_4.5,quality,Q3,D1,1024,4.5,35,512,letterbox,PASS,,19.74854040297214,13.51731538772583,14.126953125,15.28961181640625,,,,1,0,1,1,2,True,False,True,Codex visual review; not a human benchmark,两名站立人物握手的肢体接触较自然，但原坐姿浅色上衣男子仍在，新增了站立人物；指定对象编辑失败。
Q3_D1_42_letterbox_35_4.5,quality,Q3,D1,42,4.5,35,512,letterbox,PASS,,19.901793080032803,13.51731538772583,14.126953125,15.28961181640625,,,,1,0,1,1,2,True,False,True,Codex visual review; not a human benchmark,两名站立人物握手的肢体接触较自然，但原坐姿浅色上衣男子仍在，新增了站立人物；指定对象编辑失败。
Q3_S2_1024_letterbox_35_4.5,quality,Q3,S2,1024,4.5,35,512,letterbox,PASS,,19.678865542053245,13.512773513793945,14.125,15.28765869140625,,,,2,,1,1,2,False,False,False,Codex visual review; not a human benchmark,完成招手并保留帽子和墨镜，但转为正面站姿、雪杖消失、雪板方向和雪面纹理明显变化；外套线条与头发也被重绘。
Q3_S2_42_letterbox_35_4.5,quality,Q3,S2,42,4.5,35,512,letterbox,PASS,,19.659188368008472,13.512773513793945,14.125,15.28765869140625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,已抬起单手招手，墨镜、条纹帽、红白外套和雪地保留；雪杖/雪板细节有变化，面部被墨镜遮挡且分辨率小，身份无法可靠判断。
Q4_D1_1024_1024,quality,Q4,D1,1024,6.0,35,1024,letterbox,PASS,,47.904148536967114,15.668319702148438,16.990234375,18.15289306640625,,,,2,0,0,0,1,True,False,True,Codex visual review; not a human benchmark,原坐姿男子仍在沙发边，另生成站立握手者；左右边缘、鞋和背景有明显伪影，不能认定指定人物完成动作。
Q4_D1_1024_42,quality,Q4,D1,42,6.0,35,1024,letterbox,PASS,,47.67971157794818,15.668319702148438,16.990234375,18.15289306640625,,,,2,0,0,0,1,True,False,True,Codex visual review; not a human benchmark,原坐姿图案T恤男子仍可见，同时新增浅色上衣站立者与格纹男子握手；画面边缘和背景出现明显纹理伪影，指定人物编辑失败。
Q4_D1_768_1024,quality,Q4,D1,1024,6.0,35,768,letterbox,PASS,,28.588445136905648,14.385246753692627,15.37890625,16.54156494140625,,,,2,0,0,1,2,False,False,True,Codex visual review; not a human benchmark,坐姿位置已清空，握手动作自然，但站立者的脸型、体型和深色长裤不对应原坐姿男子；属于人物替换/错配，不能验收为指定人物起身。
Q4_D1_768_42,quality,Q4,D1,42,6.0,35,768,letterbox,PASS,,28.747861286974512,14.385246753692627,15.37890625,16.54156494140625,,,,2,0,0,1,1,False,False,True,Codex visual review; not a human benchmark,坐姿位置已清空并生成站立握手者，但其脸型、体型和深色长裤与原坐姿图案T恤、卡其短裤男子不一致；按人物替换/错配计，不计新增人物。握手处有双手叠合的可疑结构。
Q4_S2_1024_1024,quality,Q4,S2,1024,6.0,35,1024,letterbox,PASS,,47.64133337000385,15.654111862182617,16.990234375,18.15289306640625,,,,2,,1,1,1,False,False,False,Codex visual review; not a human benchmark,1024下完成招手，但雪杖断裂/出现悬空碎片，雪面存在斑块，外套线条与比例变化；没有形成一致的质量提升。手套指形也有可疑额外轮廓，需人工放大复核。
Q4_S2_1024_42,quality,Q4,S2,42,6.0,35,1024,letterbox,PASS,,47.755606823950075,15.654111862182617,16.990234375,18.15289306640625,,,,2,,1,1,2,False,False,False,Codex visual review; not a human benchmark,1024下完成招手，但雪杖断裂/出现悬空碎片，雪面存在斑块，外套线条与比例变化；没有形成一致的质量提升。灰色补边被扩成雪地。
Q4_S2_768_1024,quality,Q4,S2,1024,6.0,35,768,letterbox,PASS,,28.444899319089018,14.37544059753418,15.37890625,16.54156494140625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,768下完成单手招手，帽子、墨镜和服装大体保留；补边出现纹理，主体细节仍被重绘，未观察到稳定优于512的收益。
Q4_S2_768_42,quality,Q4,S2,42,6.0,35,768,letterbox,PASS,,28.557559018023312,14.37544059753418,15.37890625,16.54156494140625,,,,2,,2,2,2,False,False,False,Codex visual review; not a human benchmark,768下完成单手招手，帽子、墨镜和服装大体保留；补边出现纹理，主体细节仍被重绘，未观察到稳定优于512的收益。
REPRO_Q0_S0_42,quality,reproducibility,S0,42,4.5,35,512,stretch,PASS,,19.759928466985002,13.513941287994385,14.126953125,15.28961181640625,,,,,,,,,,,,,
SMOKE_M_512,train,smoke,S0,42,,,512,letterbox,PASS,True,23.14776713901665,8.798203945159912,9.328125,10.50640869140625,0.355365922965575,0.3568452188104857,130277376.0,,,,,,,,,,
SMOKE_ONLINE_M_512,train,smoke,S0,42,,,512,letterbox,PASS,True,59.780676324968226,16.865621089935303,17.572265625,18.75250244140625,0.4524046385195106,0.4539731257245876,130277376.0,,,,,,,,,,
STABLE_M_1024_0,train,stable,S0,42,,,1024,letterbox,PASS,True,234.91131043597125,15.403346538543701,16.83203125,18.01031494140625,2.090215948992409,2.096382597903721,130277376.0,,,,,,,,,,
STABLE_M_1024_1,train,stable,S0,43,,,1024,letterbox,PASS,True,233.94628418295179,15.403346538543701,16.83203125,18.01031494140625,2.091147366911173,2.096851253753994,130277376.0,,,,,,,,,,
STABLE_M_1024_2,train,stable,S0,44,,,1024,letterbox,PASS,True,233.91501636907924,15.403346538543701,16.83203125,18.01031494140625,2.090450056013651,2.0971608664374797,130277376.0,,,,,,,,,,
STABLE_M_512_0,train,stable,S0,42,,,512,letterbox,PASS,True,58.211474186042324,8.797837734222412,9.390625,10.56890869140625,0.34828720206860453,0.3628881456214002,130277376.0,,,,,,,,,,
STABLE_M_512_1,train,stable,S0,43,,,512,letterbox,PASS,True,58.31771348894108,8.797837734222412,9.390625,10.56890869140625,0.3487626339774579,0.35137602941831575,130277376.0,,,,,,,,,,
STABLE_M_512_2,train,stable,S0,44,,,512,letterbox,PASS,True,58.131385865970515,8.797837734222412,9.390625,10.56890869140625,0.3484238649252802,0.35233037672005596,130277376.0,,,,,,,,,,
STABLE_M_768_0,train,stable,S0,42,,,768,letterbox,PASS,True,112.42991513502784,11.546632289886475,12.216796875,13.39508056640625,0.8810236200224608,0.8851505218539387,130277376.0,,,,,,,,,,
STABLE_M_768_1,train,stable,S0,43,,,768,letterbox,PASS,True,112.09688253304921,11.546632289886475,12.216796875,13.39508056640625,0.8800134169869125,0.8851064384914935,130277376.0,,,,,,,,,,
STABLE_M_768_2,train,stable,S0,44,,,768,letterbox,PASS,True,112.53209745697677,11.546632289886475,12.216796875,13.39508056640625,0.8799883850151673,0.8856204377487302,130277376.0,,,,,,,,,,
T_L_1024_cache_1_D0,train,sensitivity,D0,42,,,1024,letterbox,PASS,True,76.80687117693014,16.526139736175537,17.626953125,18.80523681640625,2.092922727984842,2.0952923368371557,205791232.0,,,,,,,,,,
T_L_1024_cache_1_S0,train,sensitivity,S0,42,,,1024,letterbox,PASS,True,77.13337738497648,16.5261492729187,17.626953125,18.80523681640625,2.1095923034008592,2.1117077862261793,205791232.0,,,,,,,,,,
T_L_512_cache_1_D0,train,sensitivity,D0,42,,,512,letterbox,PASS,True,32.281566916033626,9.924180507659912,10.39453125,11.57281494140625,0.3566934794653207,0.3587342778395396,205791232.0,,,,,,,,,,
T_L_512_cache_1_S0,train,sensitivity,S0,42,,,512,letterbox,PASS,True,32.055752436979674,9.925157070159912,10.39453125,11.57281494140625,0.35761918599018827,0.36103154566371815,205791232.0,,,,,,,,,,
T_L_768_cache_1_D0,train,sensitivity,D0,42,,,768,letterbox,PASS,True,45.91673981701024,12.673326015472412,13.3828125,14.56109619140625,0.8897177469916642,0.891452734649647,205791232.0,,,,,,,,,,
T_L_768_cache_1_S0,train,sensitivity,S0,42,,,768,letterbox,PASS,True,45.80187626299448,12.673341274261475,13.3828125,14.56109619140625,0.8942610960220918,0.8964629582478665,205791232.0,,,,,,,,,,
T_M_1024_cache_0_D0,train,main,D0,42,,,1024,letterbox,PASS,True,62.02991824410856,35.12045383453369,36.162109375,37.34039306640625,1.5386743705603294,1.5402259202790447,130277376.0,,,,,,,,,,
T_M_1024_cache_0_S0,train,main,S0,42,,,1024,letterbox,PASS,True,60.9756886579562,35.11301851272583,35.826171875,37.00445556640625,1.547626126499381,1.549490032537142,130277376.0,,,,,,,,,,
T_M_1024_cache_1_D0,train,main,D0,42,,,1024,letterbox,PASS,True,75.22372843499761,15.401872158050537,16.83203125,18.01031494140625,2.0725282265339047,2.0740510001953227,130277376.0,,,,,,,,,,
T_M_1024_cache_1_S0,train,main,S0,42,,,1024,letterbox,PASS,True,75.65542164095677,15.400889873504639,16.83203125,18.01031494140625,2.0873047855566256,2.090125364437699,130277376.0,,,,,,,,,,
T_M_1024_online_0_D0,train,main,D0,42,,,1024,letterbox,PASS,True,106.05045121803414,43.20288562774658,45.232421875,46.41265869140625,1.855607042554766,1.8582265728560743,130277376.0,,,,,,,,,,
T_M_1024_online_0_S0,train,main,S0,42,,,1024,letterbox,PASS,True,103.82719830202404,43.20210790634155,45.166015625,46.34625244140625,1.8636869629845023,1.8698595380585175,130277376.0,,,,,,,,,,
